index,time_skew,time_kurt,time_form,time_peak,time_impulse,time_clearance,temp,materials,freq,max_al,core_loss
0,-0.001093496,-1.495943475,1.112436201,1.415783756,1.574969103,1.724901706,25,3,50020,0.031766711,4489.278556
1,-0.002494513,-1.496924058,1.112110893,1.414344097,1.572907477,1.722163376,25,3,50020,0.05097258,14225.89534
2,-0.003071202,-1.49527152,1.112516117,1.415260376,1.574499978,1.724520179,25,3,50020,0.06378489,23960.76706
3,-0.004397588,-1.496380628,1.112097371,1.414408667,1.57296016,1.722155277,25,3,50020,0.081206674,42287.30491
4,-0.005878021,-1.501000757,1.111247083,1.40927717,1.566055145,1.713601473,25,3,50020,0.100577926,69399.3494
5,-0.007293211,-1.503117936,1.11084182,1.407506496,1.563517078,1.710274416,25,3,50020,0.125602684,113861.205
6,-0.009183662,-1.50487832,1.110598913,1.405371991,1.560804605,1.707005739,25,3,50020,0.156793478,187112.0115
7,-0.011738213,-1.510094845,1.109463082,1.400777303,1.554110704,1.69810853,25,3,50020,0.197123256,313328.3747
8,-0.003732466,-1.499938482,1.111590365,1.410096444,1.567449621,1.715516088,25,3,63020,0.01988068,1784.802763
9,-0.006095827,-1.497002636,1.11222356,1.410736868,1.569054781,1.718298642,25,3,63020,0.024869381,3174.476566
10,-0.003560294,-1.495893671,1.112272982,1.413834696,1.572570133,1.721984386,25,3,63020,0.031861705,5903.249669
11,-0.006970605,-1.497814057,1.111980332,1.409263177,1.567072936,1.715854942,25,3,63020,0.039924644,10628.82279
12,-0.007227731,-1.495911387,1.112421294,1.410864666,1.569475897,1.719086485,25,3,63020,0.050267964,18411.26536
13,-0.007373216,-1.495517276,1.112310115,1.41167043,1.570215298,1.71952207,25,3,63020,0.063623438,31365.06039
14,-0.007964352,-1.499307174,1.111649598,1.407253313,1.56437258,1.712215108,25,3,63020,0.079268086,52958.08673
15,-0.009481196,-1.500543217,1.111380752,1.406473814,1.563127925,1.71049953,25,3,63020,0.099887509,89675.31007
16,-0.01093618,-1.500487378,1.111473795,1.405612371,1.562301316,1.709837384,25,3,63020,0.125056959,148717.3216
17,-0.015867985,-1.509758499,1.109588349,1.39621495,1.549223842,1.693037438,25,3,63020,0.195737268,404632.9457
18,-0.003060068,-1.498723008,1.111897575,1.412244197,1.570270899,1.719195837,25,3,79460,0.019710789,2167.701999
19,-0.003443774,-1.496999577,1.112096112,1.413424283,1.571863649,1.720964853,25,3,79460,0.025030114,4048.121968
20,-0.004484956,-1.496529949,1.112318958,1.412684368,1.571355605,1.720906474,25,3,79470,0.039715249,13351.22387
