index,time_skew,time_kurt,time_form,time_peak,time_impulse,time_clearance,temp,materials,freq,max_al,core_loss
0,-0.002775552,-1.493722142,1.11272239,1.416467195,1.576134763,1.726505013,25,2,50020,0.027471756,2348.679049
1,-0.003346576,-1.491063016,1.113298245,1.417600588,1.578212247,1.72950602,25,2,50020,0.031964057,3427.045851
2,-0.004233954,-1.490788723,1.113184326,1.418070955,1.57857436,1.729592368,25,2,50020,0.041423011,6772.981613
3,-0.00559798,-1.493584312,1.112724023,1.414828093,1.574313207,1.724396154,25,2,50020,0.051835502,12379.94481
4,-0.006927196,-1.492286388,1.112987022,1.414854123,1.574714277,1.725270267,25,2,50020,0.064633354,21492.76309
5,-0.00993039,-1.500174449,1.111337939,1.407712467,1.564444272,1.711741878,25,2,50020,0.100901297,61176.08746
6,-0.011595443,-1.503471033,1.110700991,1.404908645,1.560433425,1.706541204,25,2,50020,0.125884802,99679.89972
7,-0.01396723,-1.505619523,1.11035576,1.402068683,1.556795038,1.702181351,25,2,50020,0.156891859,161658.0093
8,-0.004162828,-1.495025716,1.112588992,1.41345319,1.57259246,1.722470938,25,2,63020,0.025003603,2724.015916
9,-0.007191685,-1.493836572,1.112627042,1.413159827,1.572319838,1.722128986,25,2,63020,0.031799462,5137.739583
10,-0.008038782,-1.49534285,1.112388098,1.410752533,1.569304327,1.718465994,25,2,63020,0.0401012,9298.995381
11,-0.009971938,-1.493407423,1.11265377,1.411911485,1.570968638,1.720623715,25,2,63020,0.063884634,28373.71069
12,-0.010365268,-1.497116753,1.111985669,1.407936946,1.565605707,1.713920094,25,2,63020,0.079971614,48104.4261
13,-0.014155801,-1.49905509,1.111635314,1.404886325,1.561721251,1.709326692,25,2,63020,0.125158944,129295.5572
14,-0.016470109,-1.502788252,1.110779482,1.401587685,1.556854844,1.702801127,25,2,63020,0.157293626,214383.5098
15,-0.003247709,-1.49708374,1.112181315,1.412965903,1.571474276,1.720726575,25,2,79470,0.019878529,1912.577903
16,-0.005613159,-1.494077159,1.112751401,1.413580312,1.572963472,1.72317284,25,2,79460,0.039496539,11465.36178
17,-0.00684983,-1.493867631,1.112592973,1.413830961,1.573018392,1.722801311,25,2,79470,0.050634777,21196.39962
18,-0.008040166,-1.496569008,1.112150987,1.409851591,1.567967838,1.716870891,25,2,79460,0.062980557,36044.49331
19,-0.009311539,-1.497098784,1.112038091,1.40933404,1.567233135,1.715792367,25,2,79470,0.078925504,60921.92187
20,-0.011024947,-1.496204333,1.112245519,1.408864383,1.567003098,1.715807749,25,2,79460,0.099165852,101976.0525
21,-0.01304309,-1.498662581,1.111611771,1.406742504,1.563751526,1.711313268,25,2,79460,0.125795054,172994.4477
22,-0.017871361,-1.504492426,1.110623385,1.398890736,1.553640764,1.699175582,25,2,79460,0.195287457,459773.4411
23,-0.002806288,-1.498957537,1.111867931,1.411968466,1.569922458,1.718655557,25,2,99950,0.015657653,1214.04695
24,-0.002703955,-1.498304306,1.111840644,1.413223906,1.571279778,1.720019224,25,2,99950,0.019770689,2319.332205
25,-0.003560442,-1.499528439,1.111669877,1.411255665,1.568850411,1.717195425,25,2,99950,0.024820457,4492.608002
26,-0.004152508,-1.496704106,1.112280089,1.412674596,1.571289825,1.720742776,25,2,99950,0.031232329,8284.886668
27,-0.007542356,-1.497866051,1.11194402,1.409638088,1.567438643,1.716043039,25,2,99950,0.062427967,46050.10416
28,-0.012720842,-1.501240978,1.111249629,1.404218869,1.560437697,1.707326407,25,2,99950,0.125091232,228177.1425
